timestamp,latitude,longitude,altitude
2025-07-29 12:00:00,37.77484912272941,-122.420378484505,26.81
2025-07-29 12:00:10,37.77466279495819,-122.41957796804554,22.05
2025-07-29 12:00:20,37.77478633270004,-122.4187067486352,29.31
2025-07-29 12:00:30,37.77540486939691,-122.419210638569,28.17
2025-07-29 12:00:40,37.775327590638504,-122.42036144639927,25.39
2025-07-29 12:00:50,37.77460606996571,-122.4203898923361,29.97
2025-07-29 12:01:00,37.77581060951392,-122.41989110436575,22.26
2025-07-29 12:01:10,37.77583678393563,-122.41951296245857,25.83
2025-07-29 12:01:20,37.77537515945685,-122.41927941292343,26.1
2025-07-29 12:01:30,37.774170868250536,-122.41939380962201,27.25
2025-07-29 12:01:40,37.774796704036426,-122.42027101041464,27.02
2025-07-29 12:01:50,37.77583757809286,-122.41908361216379,23.29
2025-07-29 12:02:00,37.77401367553532,-122.41961176007204,23.01
2025-07-29 12:02:10,37.77574419565046,-122.42037956877982,23.25
2025-07-29 12:02:20,37.77423738872626,-122.42031234659463,26.35
2025-07-29 12:02:30,37.775046822589886,-122.41907820288732,24.61
2025-07-29 12:02:40,37.77558740143534,-122.41965623037588,23.27
2025-07-29 12:02:50,37.77471637703992,-122.41932907228859,23.77
2025-07-29 12:03:00,37.774808844703706,-122.41934674173895,23.33
2025-07-29 12:03:10,37.774980792925604,-122.42017252205122,30.4
2025-07-29 12:03:20,37.77455273899753,-122.42004091932888,19.0
2025-07-29 12:03:30,37.77490722286651,-122.41933741394668,22.06
2025-07-29 12:03:40,37.774466797535474,-122.42009074282052,25.24
2025-07-29 12:03:50,37.77446358067117,-122.41973089150382,29.58
2025-07-29 12:04:00,37.77460774824912,-122.41970721725788,25.3
2025-07-29 12:04:10,37.77580514789722,-122.41980796317236,25.53
2025-07-29 12:04:20,37.774865953586115,-122.41994027123609,23.75
2025-07-29 12:04:30,37.77574708302519,-122.41949944510063,29.22
2025-07-29 12:04:40,37.774633609751376,-122.41855239139436,22.88
2025-07-29 12:04:50,37.77482823026961,-122.41956638760729,26.62
2025-07-29 12:05:00,37.77480323820067,-122.41899102842355,22.34
2025-07-29 12:05:10,37.77586460259138,-122.41925176723566,27.74
2025-07-29 12:05:20,37.77484457857254,-122.4197584694512,24.87
2025-07-29 12:05:30,37.77529591073721,-122.42001615925604,22.04
2025-07-29 12:05:40,37.775456212510825,-122.41924486926922,24.27
2025-07-29 12:05:50,37.77574297708924,-122.42008396987305,25.35
2025-07-29 12:06:00,37.77561468772823,-122.41847037725184,25.55
2025-07-29 12:06:10,37.775336754164584,-122.4199844873335,30.25
2025-07-29 12:06:20,37.77436080317134,-122.41872242432993,24.97
2025-07-29 12:06:30,37.7757967149046,-122.41873855935177,30.43
2025-07-29 12:06:40,37.774261086061145,-122.41968212034061,27.28
2025-07-29 12:06:50,37.77554162242509,-122.41891871456859,25.4
2025-07-29 12:07:00,37.77390021287675,-122.4184986534629,30.01
2025-07-29 12:07:10,37.77554694641924,-122.41856549857798,30.65
2025-07-29 12:07:20,37.77462468562113,-122.42023333264612,28.34
2025-07-29 12:07:30,37.77560783450927,-122.41848992417701,29.32
2025-07-29 12:07:40,37.77428135032092,-122.41962384971309,27.37
2025-07-29 12:07:50,37.775431519979605,-122.41986975990037,25.08
2025-07-29 12:08:00,37.77406200272353,-122.41973944126711,28.66
2025-07-29 12:08:10,37.773972858879965,-122.41923936407585,24.4
2025-07-29 12:08:20,37.77579126753318,-122.41902229158141,27.6
2025-07-29 12:08:30,37.77461409106893,-122.42001140104176,27.85
2025-07-29 12:08:40,37.7745145967698,-122.419506797291,24.23
2025-07-29 12:08:50,37.7747806822257,-122.41840628937528,24.86
2025-07-29 12:09:00,37.77556049495484,-122.41872112144925,27.44
2025-07-29 12:09:10,37.775294228693475,-122.41994441386494,25.1
2025-07-29 12:09:20,37.77580574667625,-122.41851508906312,29.31
2025-07-29 12:09:30,37.77500370255905,-122.4200922058188,29.38
2025-07-29 12:09:40,37.77546361780101,-122.41887165708367,25.74
2025-07-29 12:09:50,37.774215768399664,-122.41955809657412,22.06
2025-07-29 12:10:00,37.77483788601448,-122.4186439164815,26.01
2025-07-29 12:10:10,37.775767501415515,-122.41999045963576,30.28
2025-07-29 12:10:20,37.773950330699,-122.4184546002948,26.19
2025-07-29 12:10:30,37.77588243339518,-122.41873027799527,25.21
2025-07-29 12:10:40,37.77530579520675,-122.42033430878621,25.26
2025-07-29 12:10:50,37.774216936200816,-122.41871269856532,24.67
2025-07-29 12:11:00,37.775316082635875,-122.41840992968498,20.26
